BHID,FROM,TO,X,Y,Z,P2O5,CAO,FE2O3,SIO2,AL2O3,MGO,TIO2,NB2O5,BAO,S,SRO,K2O,NA2O,MNO,CEO2,LA2O3,ND2O3,PR2O3,LOI,RCP,P2O5AP,LITO
DH-0003,15.6,16.1,2846.86,2503.96,297.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não Recuperado
DH-0003,16.1,20,2846.86,2503.96,295.04,33.1,44.3,12.94,0.73,0.72,0.36,0.86,0.27,0.23,0.02,0.58,0.01,0.07,0.17,0.21,0.09,0.1,0.02,2.85,1.338,32.815,Foscrete
DH-0003,20,23,2846.86,2503.96,291.59,30.1,40.7,19.62,0.45,0.53,0.79,1.69,0.3,0.14,0.01,0.45,0.01,0.07,0.29,0.19,0.09,0.09,0.02,2.62,1.352,30.1,Foscrete
DH-0003,23,26,2846.86,2503.96,288.59,18.35,24.9,28.18,5.64,1.94,5.53,6.97,0.7,0.09,0.01,0.43,0.01,0.1,0.4,0.32,0.14,0.15,0.04,3.67,1.357,18.35,Bebedourito
DH-0003,26,29,2846.86,2503.96,285.59,12.95,16.7,41.69,6.32,2.44,6.07,5.28,0.64,0.09,0.01,0.3,0.03,0.05,0.5,0.22,0.08,0.11,0.03,3.98,1.29,12.37,Bebedourito
DH-0003,29,31.7,2846.86,2503.96,282.74,23.4,31.5,24.94,4.29,1.48,3.84,2.92,0.46,0.13,0.01,0.43,0.03,0.08,0.42,0.22,0.1,0.1,0.03,3.81,1.346,23.333,Bebedourito
DH-0003,31.7,35,2846.86,2503.96,279.74,5.87,15.2,33.71,12.45,1.74,11.6,5.96,0.27,0.13,0.01,0.19,0.14,0.04,1.08,0.12,0.04,0.06,0.02,9.52,2.589,5.87,Bebedourito
DH-0003,35,38,2846.86,2503.96,276.59,13.25,27.4,21.66,7,1,10.25,2.46,0.34,0.06,0.01,0.48,0.03,0.08,0.46,0.17,0.07,0.09,0.02,13.75,2.068,13.25,Carbonatito
DH-0003,38,40.3,2846.86,2503.96,273.94,10.7,22.7,22.75,10.55,1.94,11,2.22,0.99,0.1,0.01,0.45,0.09,0.1,0.4,0.23,0.07,0.11,0.03,13.58,2.121,10.7,Carbonatito
DH-0003,40.3,44,2846.86,2503.96,270.94,4.7,33.3,7.98,6.3,0.42,12.75,0.9,0.22,0.18,0.3,0.97,0.69,0.05,0.24,0.1,0.04,0.05,0.01,29.84,7.085,4.7,Carbonatito
DH-0003,44,47,2846.86,2503.96,267.59,4.58,41.6,4.56,2.12,0.15,8.02,0.24,0.2,0.16,0.37,1.18,0.33,0.03,0.18,0.11,0.04,0.04,0.01,34.47,9.083,4.58,Carbonatito
DH-0003,47,50.9,2846.86,2503.96,264.14,3.9,36.4,5.58,0.56,0.11,13.55,0.1,0.14,0.08,0.32,0.97,0.14,0.02,0.22,0.07,0.03,0.03,0.01,37.51,9.333,3.9,Carbonatito
DH-0004,0,2.5,2537.09,2502.26,349.07,2.51,0.32,20.99,12.1,30.5,0.34,10.7,0.19,0.34,0.02,0.32,0.04,0.04,0.13,0.24,0.12,0.09,0.02,20.74,0.127,0.237,Solo
DH-0004,2.5,5,2537.09,2502.26,346.57,2.45,0.24,22.72,12.65,31.2,0.35,10.65,0.18,0.42,0.01,0.34,0.03,0.03,0.15,0.25,0.12,0.1,0.03,17.08,0.098,0.178,Argilito
DH-0004,5,8.3,2537.09,2502.26,343.67,3.09,0.35,25.3,14.95,27.7,0.36,9.49,0.19,0.63,0.02,0.49,0.04,0.02,0.16,0.28,0.13,0.11,0.03,15.13,0.113,0.259,Argilito
DH-0004,8.3,12,2537.09,2502.26,340.17,5.39,0.54,36.76,11.2,17.5,0.62,10.6,0.26,1.78,0.03,0.97,0.04,0.02,0.35,0.41,0.19,0.17,0.04,11.43,0.1,0.4,Bebedourito
DH-0004,12,15,2537.09,2502.26,336.82,5.86,0.58,43.29,6.78,12.55,0.64,14.45,0.27,1.98,0.02,0.93,0.03,0.01,0.54,0.44,0.22,0.18,0.05,9.79,0.099,0.43,Bebedourito
DH-0004,15,18,2537.09,2502.26,333.82,6.32,0.77,45.79,4.05,10.3,1,15.25,0.34,1.69,0.03,1.14,0.02,0.01,0.9,0.43,0.22,0.19,0.05,9.22,0.122,0.57,Bebedourito
DH-0004,18,21,2537.09,2502.26,330.82,6,0.69,44.83,6.18,11.15,1.07,14.7,0.32,1.35,0.01,1.14,0.02,0.01,1.27,0.42,0.21,0.18,0.05,9.02,0.115,0.511,Bebedourito
DH-0004,21,24,2537.09,2502.26,327.82,6.18,0.86,48.42,3.37,8.22,0.59,16.75,0.3,1.54,0.01,1.05,0.02,0.01,0.98,0.47,0.24,0.19,0.05,8.17,0.139,0.637,Bebedourito
DH-0004,24,27,2537.09,2502.26,324.82,6.17,0.96,50.31,2.98,8.67,0.83,14.15,0.33,0.85,0.01,1.03,0.01,0.01,1.05,0.46,0.23,0.19,0.05,8.69,0.156,0.711,Bebedourito
DH-0004,27,30,2537.09,2502.26,321.82,6.39,0.98,50.48,1.42,7.53,0.93,15.95,0.37,0.78,0.01,1.18,0.01,0.02,1.06,0.57,0.28,0.23,0.06,8.24,0.153,0.726,Bebedourito
DH-0004,30,33,2537.09,2502.26,318.82,6.23,0.9,50.63,1.06,6.96,0.84,15.45,0.6,0.74,0.01,1.07,0.02,0.02,1.24,0.64,0.3,0.27,0.07,8.72,0.144,0.667,Bebedourito
DH-0004,33,36,2537.09,2502.26,315.82,4.87,0.74,51.19,4.66,8.47,1.04,14.8,0.44,0.41,0.01,0.65,0.01,0.01,1.15,0.46,0.22,0.19,0.05,8.06,0.152,0.548,Bebedourito
DH-0004,36,39,2537.09,2502.26,312.82,5.63,0.97,50.55,5.12,7.42,0.64,16.15,0.31,0.26,0.01,0.59,0.01,0.01,1.11,0.43,0.23,0.17,0.04,7.95,0.172,0.719,Bebedourito
DH-0004,39,42,2537.09,2502.26,309.82,10.65,10.5,42.22,6.21,6.46,1.42,12.75,0.21,0.16,0.01,0.51,0.19,0.03,0.79,0.27,0.15,0.1,0.03,6.52,0.986,7.778,Bebedourito
DH-0004,42,45,2537.09,2502.26,306.82,12.6,14.8,34.26,9.23,7.01,1.66,11.7,0.29,0.1,0.01,0.37,0.26,0.06,0.74,0.3,0.16,0.11,0.03,6.46,1.175,10.963,Bebedourito
DH-0004,45,48,2537.09,2502.26,303.82,18.05,22.2,29.02,8.39,5.1,0.59,8.27,0.24,0.09,0.01,0.48,0.05,0.06,0.69,0.28,0.14,0.11,0.03,4.9,1.23,16.444,Bebedourito
DH-0004,48,51,2537.09,2502.26,300.82,18.1,21.6,33.19,4.88,4.09,0.65,7.53,0.36,0.27,0.01,0.64,0.03,0.07,1.02,0.37,0.17,0.15,0.04,4.7,1.193,16,Bebedourito
DH-0004,51,54,2537.09,2502.26,297.82,16.3,18.75,32.69,6.36,4.36,1.21,10.05,0.67,0.39,0.01,0.64,0.07,0.07,0.71,0.3,0.13,0.12,0.03,5.46,1.15,13.889,Bebedourito
DH-0004,54,57,2537.09,2502.26,294.82,12.5,19.85,26.25,20.2,2.85,3.69,8.34,0.14,0.03,0.01,0.23,0.2,0.06,0.45,0.16,0.08,0.06,0.02,3.98,1.588,12.5,Bebedourito
DH-0004,57,60,2537.09,2502.26,291.82,12.15,17.65,17.54,29.6,4.2,6.99,4.93,0.22,0.07,0.01,0.21,0.83,0.1,0.4,0.15,0.07,0.06,0.01,5.06,1.453,12.15,Bebedourito
DH-0004,60,63.9,2537.09,2502.26,288.37,13.55,20.7,17.33,24.8,3.14,7,6.67,0.11,0.04,0.01,0.23,0.32,0.17,0.36,0.19,0.1,0.07,0.02,4.6,1.528,13.55,Bebedourito
DH-0004,63.9,67.65,2537.09,2502.26,284.545,6.47,20.9,15.44,32.1,1.94,11.7,5.1,0.09,0.04,0.01,0.21,0.37,0.27,0.24,0.12,0.07,0.04,0.01,4.54,3.23,6.47,Bebedourito
DH-0004,67.65,69.95,2537.09,2502.26,281.52,26.6,37.1,17.47,6.31,1.25,3.26,1.74,0.3,0.15,0.01,0.4,0.12,0.08,0.47,0.22,0.1,0.1,0.03,3.17,1.395,26.6,Bebedourito
DH-0004,69.95,70.6,2537.09,2502.26,280.045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não Recuperado
DH-0004,70.6,72.2,2537.09,2502.26,278.92,33.2,46.2,8.95,3.36,0.34,0.25,0.68,0.34,0.18,0.01,0.31,0.01,0.03,0.39,0.22,0.1,0.08,0.02,3.21,1.392,33.2,Foscrete
DH-0004,72.2,75.45,2537.09,2502.26,276.495,17.85,24.7,15.72,24,2.15,3.48,4.09,0.16,0.16,0.01,0.3,0.18,0.09,0.41,0.48,0.22,0.19,0.05,4.2,1.384,17.85,Bebedourito
DH-0004,75.45,79,2537.09,2502.26,273.095,10.3,14.9,17,30,3.1,11.15,4.78,0.2,0.16,0.01,0.26,0.38,0.23,0.47,0.17,0.08,0.07,0.02,6.22,1.447,10.3,Bebedourito
DH-0004,79,82,2537.09,2502.26,269.82,14.7,23.2,18.76,18.4,3.68,9.07,5.67,0.24,0.09,0.01,0.31,0.17,0.14,0.32,0.17,0.09,0.07,0.02,5.08,1.578,14.7,Bebedourito
DH-0004,82,85,2537.09,2502.26,266.82,10.6,19.75,14.96,25.3,2.88,14.7,4.69,0.16,0.11,0.01,0.23,0.29,0.33,0.41,0.14,0.07,0.06,0.02,6.07,1.863,10.6,Bebedourito
DH-0004,85,87.65,2537.09,2502.26,263.995,12.7,22.5,15.41,23.5,2.8,11.75,4.49,0.07,0.07,0.01,0.23,0.19,0.26,0.28,0.13,0.07,0.05,0.01,4.93,1.772,12.7,Bebedourito
DH-0004,87.65,88.6,2537.09,2502.26,262.195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não Recuperado
DH-0004,88.6,92.5,2537.09,2502.26,259.77,4.64,48.9,3.56,0.73,0.06,3.35,0.05,0.01,0.36,0.37,1.1,0.11,0.02,0.18,0.1,0.05,0.04,0.01,36.01,10.539,4.64,Carbonatito
DH-0004,92.5,94.4,2537.09,2502.26,256.87,4.67,19.35,12.62,27.9,2.38,14.15,3.92,0.06,0.13,0.12,0.3,4.03,0.4,0.22,0.1,0.05,0.04,0.01,9.41,4.143,4.67,Bebedourito
DH-0005,0,3.35,2037.36,1856.62,322.235,3.61,0.36,50.82,5.68,13.25,0.68,9.27,0.3,0.58,0.01,0.54,0.02,0.01,0.48,0.37,0.19,0.14,0.04,10.12,0.1,0.267,Canga
DH-0005,3.35,6,2037.36,1856.62,319.235,4.75,0.55,43.64,7.56,13.85,0.61,11.65,0.32,0.61,0.01,0.71,0.02,0.02,0.71,0.5,0.26,0.19,0.05,10.91,0.116,0.407,Bebedourito
DH-0005,6,9,2037.36,1856.62,316.41,4.57,0.61,50.81,4.48,9.92,0.79,14.4,0.23,0.46,0.01,0.64,0.01,0.02,0.68,0.45,0.22,0.17,0.05,7.7,0.133,0.452,Bebedourito
DH-0005,9,12,2037.36,1856.62,313.41,4.37,0.62,52.75,4.53,8.82,1.52,12.7,0.32,0.44,0.01,0.74,0.01,0.02,1.27,0.54,0.26,0.22,0.06,7.58,0.142,0.459,Bebedourito
DH-0005,12,15,2037.36,1856.62,310.41,4.31,0.64,51.45,5.79,8.31,0.93,15.45,0.26,0.38,0.01,0.37,0.31,0.02,1.18,0.49,0.23,0.2,0.05,7.12,0.148,0.474,Bebedourito
DH-0005,15,18,2037.36,1856.62,307.41,5.42,1.3,46.11,8.56,10.95,0.67,9.64,0.2,0.22,0.01,0.47,0.19,0.02,0.95,0.47,0.23,0.18,0.05,10.35,0.24,0.963,Bebedourito
DH-0005,18,21,2037.36,1856.62,304.41,6.83,6.4,39.19,13,9.67,1.28,9.82,0.16,0.16,0.01,0.4,0.26,0.04,0.87,0.33,0.16,0.14,0.04,7.48,0.937,4.741,Bebedourito
DH-0005,21,24,2037.36,1856.62,301.41,12.2,14.35,36.36,9.15,5.8,1.14,8.44,0.26,0.19,0.01,0.46,0.22,0.06,0.81,0.39,0.18,0.17,0.04,5.98,1.176,10.63,Bebedourito
DH-0005,24,27,2037.36,1856.62,298.41,15.9,20.6,30.28,9.66,4.45,0.64,7.52,0.15,0.15,0.01,0.41,0.08,0.08,0.55,0.36,0.18,0.15,0.04,4.21,1.296,15.259,Bebedourito
DH-0005,27,30,2037.36,1856.62,295.41,9.89,11.35,32.53,19.95,7.41,0.7,9.09,0.12,0.12,0.01,0.29,0.11,0.05,0.55,0.19,0.11,0.07,0.02,6.04,1.148,8.407,Bebedourito
DH-0005,30,33,2037.36,1856.62,292.41,14.3,17,28.64,17.05,5.33,0.58,5.56,0.24,0.15,0.01,0.37,0.16,0.08,0.74,0.55,0.27,0.22,0.06,5.84,1.189,12.593,Bebedourito
DH-0005,33,36.3,2037.36,1856.62,289.26,15.95,19.45,23.36,24.1,2.67,0.44,4.28,0.16,0.18,0.01,0.42,0.03,0.09,0.7,0.58,0.28,0.23,0.06,4.11,1.219,14.407,Bebedourito
DH-0005,36.3,39,2037.36,1856.62,286.26,6.67,17.15,17.22,30.4,2.64,10.85,3.63,0.07,0.08,0.01,0.22,0.48,0.13,0.35,0.16,0.08,0.06,0.02,9.16,2.571,6.67,Bebedourito
DH-0005,39,40.65,2037.36,1856.62,284.085,4.94,21.2,13.8,26.3,1.64,10.5,3.2,0.1,0.09,0.01,0.34,0.65,0.42,0.37,0.15,0.07,0.06,0.02,14.88,4.291,4.94,Bebedourito
DH-0005,40.65,43,2037.36,1856.62,282.085,16.8,22.5,23.29,19.9,2.2,1.22,3.71,0.11,0.24,0.01,0.33,0.14,0.07,0.58,0.39,0.2,0.15,0.04,4.77,1.339,16.667,Carbonatito
DH-0005,43,46,2037.36,1856.62,279.41,11.3,20.9,20.16,28.7,1.84,7.05,3.91,0.08,0.09,0.01,0.24,0.21,0.18,0.39,0.2,0.1,0.08,0.02,3.29,1.85,11.3,Bebedourito
DH-0005,46,48.55,2037.36,1856.62,276.635,20.1,27.2,17.45,19.9,2.08,0.99,3.11,0.18,0.23,0.01,0.39,0.4,0.09,0.48,0.39,0.2,0.16,0.04,3.42,1.353,20.1,Bebedourito
DH-0005,48.55,51,2037.36,1856.62,274.135,6.98,14.15,34.17,25,1.8,6.68,5,0.06,0.06,0.01,0.15,0.17,0.15,0.51,0.14,0.07,0.05,0.01,3.13,2.027,6.98,Bebedourito
DH-0005,51,54,2037.36,1856.62,271.41,7.9,13.9,19.99,34.1,2.63,9.91,3.31,0.07,0.11,0.01,0.19,0.39,0.28,0.46,0.13,0.06,0.05,0.01,5.7,1.759,7.9,Bebedourito
DH-0005,54,57,2037.36,1856.62,268.41,9.12,12.9,27.38,27.9,3.07,6.55,4.83,0.08,0.12,0.01,0.2,0.43,0.1,0.57,0.19,0.09,0.08,0.02,5.73,1.414,9.12,Bebedourito
DH-0005,57,60,2037.36,1856.62,265.41,12.55,18.5,19.67,24.9,4.08,6.24,4.57,0.13,0.16,0.01,0.29,0.32,0.08,0.4,0.19,0.09,0.08,0.02,5.69,1.474,12.55,Bebedourito
DH-0005,60,63,2037.36,1856.62,262.41,13.9,20.3,19.03,23.9,2.91,6.83,4.03,0.08,0.08,0.01,0.3,0.35,0.13,0.41,0.22,0.11,0.09,0.02,5.07,1.46,13.9,Bebedourito
DH-0005,63,66,2037.36,1856.62,259.41,10.45,15.7,20.34,33.9,3.81,3.49,4.56,0.09,0.2,0.01,0.28,0.41,0.07,0.55,0.13,0.06,0.06,0.01,4.9,1.502,10.45,Bebedourito
DH-0005,66,68.85,2037.36,1856.62,256.485,10.7,15.35,20.07,32.6,3.89,4.87,3.11,0.12,0.13,0.01,0.25,0.41,0.09,0.52,0.13,0.06,0.06,0.01,5.74,1.435,10.7,Bebedourito
DH-0005,68.85,72,2037.36,1856.62,253.485,10.7,18.55,19.39,31,2.05,7.46,2.4,0.05,0.09,0.01,0.25,0.41,0.29,0.38,0.19,0.1,0.07,0.02,5.38,1.734,10.7,Bebedourito
DH-0005,72,75,2037.36,1856.62,250.41,5.96,19.7,17.3,31,2.2,11.25,3.09,0.05,0.07,0.01,0.24,0.59,0.28,0.29,0.15,0.07,0.06,0.02,7.07,3.305,5.96,Bebedourito
DH-0005,75,78,2037.36,1856.62,247.41,9.62,22,17.13,25.6,1.64,9.94,2.92,0.06,0.07,0.01,0.29,0.45,0.28,0.31,0.21,0.1,0.09,0.02,6.92,2.287,9.62,Bebedourito
DH-0005,78,81,2037.36,1856.62,244.41,16.3,23.5,19.64,21.6,2.17,5.27,3.39,0.07,0.17,0.01,0.38,0.32,0.18,0.55,0.35,0.18,0.15,0.04,4.1,1.442,16.3,Bebedourito
DH-0005,81,84,2037.36,1856.62,241.41,5.64,16.7,15.83,31.3,2.94,12.4,4.77,0.07,0.09,0.01,0.22,0.58,0.22,0.29,0.14,0.07,0.05,0.02,8.04,2.961,5.64,Bebedourito
DH-0005,84,87,2037.36,1856.62,238.41,3.11,16.9,21.33,28.6,2.01,12.6,4.21,0.05,0.1,0.02,0.18,0.86,0.25,0.39,0.1,0.05,0.04,0.01,8.55,5.434,3.11,Bebedourito
DH-0005,87,90,2037.36,1856.62,235.41,3.82,19.15,16.88,26.7,2.23,12,3.38,0.06,0.14,0.01,0.31,0.76,0.23,0.29,0.12,0.06,0.05,0.01,12.28,5.013,3.82,Bebedourito
DH-0005,90,94,2037.36,1856.62,231.91,3.92,20.3,13.4,29.9,2.7,11.2,3.18,0.05,0.16,0.17,0.3,1.38,0.51,0.24,0.08,0.04,0.03,0.01,11.4,5.179,3.92,Bebedourito
DH-0005,94,97,2037.36,1856.62,228.41,2.2,43.3,6.11,6.52,0.5,3.71,0.62,0.09,0.16,0.01,0.96,0.22,0.09,0.17,0.1,0.05,0.04,0.01,34.23,19.682,2.2,Carbonatito
DH-0005,97,100,2037.36,1856.62,225.41,2.19,46.4,6.31,2.28,0.4,2.45,0.29,0.12,0.19,0.03,1.18,0.07,0.03,0.17,0.11,0.05,0.04,0.01,36.84,21.187,2.19,Carbonatito
DH-0005,100,102.6,2037.36,1856.62,222.61,0.9,45.9,4.4,4.34,0.37,3.51,0.6,0.09,0.39,0.08,1.18,0.17,0.05,0.18,0.11,0.05,0.05,0.01,37.68,51,0.9,Carbonatito
DH-0005,102.6,104.2,2037.36,1856.62,220.51,4.37,18.55,16.48,28.2,3,11.75,5.53,0.09,0.2,0.13,0.28,1.93,0.23,0.25,0.18,0.08,0.07,0.02,7.35,4.245,4.37,Bebedourito
DH-0005,104.2,107,2037.36,1856.62,218.31,2.65,36.8,8.2,11.4,0.87,5.96,1.38,0.11,0.23,0.03,0.8,0.54,0.16,0.21,0.14,0.06,0.06,0.02,28.92,13.887,2.65,Carbonatito
DH-0005,107,110,2037.36,1856.62,215.41,2.97,26,11.3,24,2.1,10.9,2.48,0.06,0.19,0.54,0.53,2.77,0.3,0.22,0.1,0.05,0.04,0.01,15.33,8.754,2.97,Bebedourito
DH-0005,110,113.25,2037.36,1856.62,212.285,3.37,17.15,14.76,29.1,3.2,12.8,4.55,0.06,0.21,0.16,0.28,4.2,0.33,0.27,0.14,0.06,0.05,0.02,7.38,5.089,3.37,Bebedourito
DH-0006,0,3,2543.46,2211.65,317.57,4.35,0.98,44.53,6.84,14.2,0.88,14,0.27,0.61,0.01,0.52,0.04,0.03,0.5,0.39,0.22,0.14,0.04,10.21,0.225,0.726,Solo
DH-0006,3,6,2543.46,2211.65,314.57,14.75,17.7,35.47,6.9,5.57,0.75,11,0.17,0.32,0.01,0.43,0.02,0.06,0.66,0.35,0.21,0.13,0.04,4.94,1.2,13.111,Bebedourito
DH-0006,6,9,2543.46,2211.65,311.57,12.15,18.1,23.47,20.3,4.39,5.34,8.5,0.14,0.15,0.01,0.29,0.14,0.12,0.71,0.27,0.16,0.1,0.03,4.91,1.49,12.15,Bebedourito
DH-0006,9,12,2543.46,2211.65,308.57,11.9,16.95,24.61,18.85,3.93,5.42,9.17,0.14,0.09,0.01,0.24,0.1,0.13,0.72,0.43,0.28,0.13,0.04,4.88,1.424,11.9,Bebedourito
DH-0006,12,15,2543.46,2211.65,305.57,9.24,16.3,20.67,27.7,3.63,8.89,7.29,0.08,0.05,0.01,0.18,0.12,0.2,0.3,0.17,0.1,0.06,0.02,4.91,1.764,9.24,Bebedourito
DH-0006,15,18,2543.46,2211.65,302.57,10.3,16.2,19.34,25.2,3.76,9.64,7.33,0.14,0.08,0.01,0.24,0.35,0.18,0.29,0.21,0.11,0.08,0.02,5.59,1.573,10.3,Bebedourito
DH-0006,18,21,2543.46,2211.65,299.57,3.01,10.95,18.52,32,3.47,14.9,9.92,0.12,0.06,0.01,0.13,0.42,0.22,0.34,0.21,0.11,0.08,0.02,5.93,3.638,3.01,Bebedourito
DH-0006,21,23.15,2543.46,2211.65,296.995,11.15,18.9,17.04,24.1,3,11.55,5.1,0.11,0.09,0.01,0.31,0.38,0.45,0.31,0.37,0.22,0.13,0.04,5.74,1.695,11.15,Bebedourito
DH-0006,23.15,26,2543.46,2211.65,294.495,4.92,20.9,14.44,32,2.34,13.3,6.01,0.05,0.06,0.01,0.19,0.49,0.43,0.26,0.14,0.08,0.05,0.01,4.28,4.248,4.92,Bebedourito
DH-0006,26,29,2543.46,2211.65,291.57,3.84,20.2,12.32,26.7,2.61,15.25,4.98,0.05,0.09,0.01,0.26,0.65,0.49,0.26,0.12,0.07,0.04,0.01,12.37,5.26,3.84,Bebedourito
DH-0006,29,32,2543.46,2211.65,288.57,5.07,28.2,9.74,16.2,1.62,11.4,2.39,0.15,0.15,0.01,0.59,0.72,0.39,0.4,0.15,0.08,0.05,0.01,22.47,5.562,5.07,Bebedourito
DH-0006,32,35,2543.46,2211.65,285.57,4.16,24.4,11.76,23.4,1.98,12.7,4.7,0.05,0.11,0.01,0.4,0.53,0.49,0.24,0.12,0.07,0.04,0.01,14.61,5.865,4.16,Bebedourito
DH-0006,35,38,2543.46,2211.65,282.57,4.24,19.6,12.59,30.9,2.5,13.5,4.24,0.05,0.13,0.01,0.19,1.23,0.9,0.22,0.12,0.07,0.04,0.01,9.26,4.623,4.24,Bebedourito
DH-0006,38,41.85,2543.46,2211.65,279.145,4.68,21,13.16,26,2.57,13.65,5.83,0.08,0.11,0.01,0.21,1.05,0.42,0.24,0.13,0.07,0.05,0.01,11,4.487,4.68,Bebedourito
DH-0006,41.85,42.85,2543.46,2211.65,276.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não Recuperado
DH-0006,42.85,44.5,2543.46,2211.65,275.395,2.22,22.5,11.34,21.8,2.21,15.75,3.16,0.1,0.12,0.01,0.38,0.72,0.21,0.26,0.08,0.04,0.03,0.01,19.54,10.135,2.22,Bebedourito
DH-0006,44.5,47,2543.46,2211.65,273.32,2.73,17.9,13.53,30.3,2.9,15.25,5.16,0.06,0.12,0.01,0.2,1.47,0.4,0.24,0.12,0.06,0.04,0.01,9.29,6.557,2.73,Bebedourito
DH-0006,47,50,2543.46,2211.65,270.57,5.05,20.4,12.88,26.8,3.3,14.3,5.44,0.06,0.15,0.01,0.28,1.39,0.29,0.21,0.11,0.06,0.04,0.01,10.11,4.04,5.05,Bebedourito
DH-0006,50,53,2543.46,2211.65,267.57,4.77,20.3,13.07,29.2,2.2,13.35,4.87,0.06,0.18,0.01,0.23,1.14,0.44,0.22,0.16,0.08,0.06,0.02,10.05,4.256,4.77,Bebedourito
DH-0006,53,56,2543.46,2211.65,264.57,4.15,20.5,14.49,34,2.48,13.8,5.88,0.05,0.1,0.01,0.17,0.95,0.29,0.17,0.12,0.07,0.04,0.01,3.07,4.94,4.15,Bebedourito
DH-0006,56,60.2,2543.46,2211.65,260.97,3.11,19.85,15.02,26.7,2.32,13.3,7.92,0.09,0.32,0.03,0.28,1.26,0.46,0.23,0.16,0.09,0.05,0.02,8.57,6.383,3.11,Bebedourito
DH-0006,60.2,63,2543.46,2211.65,257.47,2.58,17.9,13.28,31.9,2.65,14.6,5.11,0.06,0.16,0.13,0.21,3.55,0.57,0.2,0.13,0.07,0.05,0.01,6.83,6.938,2.58,Bebedourito
DH-0006,63,65,2543.46,2211.65,255.07,4.37,20,14.4,31,2.42,13.45,5.7,0.05,0.16,0.08,0.24,3,0.34,0.2,0.14,0.08,0.05,0.01,4.09,4.577,4.37,Bebedourito
DH-0006,65,68,2543.46,2211.65,252.57,4.46,18.7,12.56,27,2.58,14.7,4.08,0.05,0.38,0.17,0.32,5.04,0.29,0.26,0.12,0.07,0.04,0.01,9.63,4.193,4.46,Bebedourito
DH-0006,68,70.6,2543.46,2211.65,249.77,4.71,22.3,15.46,34,1.66,12.7,4.77,0.04,0.1,0.05,0.21,1.7,0.34,0.19,0.09,0.05,0.03,0.01,2.09,4.735,4.71,Bebedourito
DH-0007,0,2,1942.43,1747.33,313.9,4.48,0.8,53.96,5.62,9.24,0.59,9.04,0.29,0.36,0.01,0.52,0.03,0.03,1.19,0.61,0.3,0.22,0.07,8.79,0.179,0.593,Bebedourito
DH-0007,2,5,1942.43,1747.33,311.4,6.52,5.21,46.1,11.85,6.93,1.86,7.34,0.2,0.25,0.01,0.37,0.15,0.04,1.44,0.55,0.28,0.2,0.06,7.59,0.799,3.859,Bebedourito
DH-0007,5,8,1942.43,1747.33,308.4,14.55,17.7,32.51,10.65,4.64,0.92,6.25,0.17,0.48,0.01,0.4,0.09,0.07,2.28,0.44,0.22,0.16,0.05,5.99,1.216,13.111,Bebedourito
DH-0007,8,11,1942.43,1747.33,305.4,12.8,15.4,31.31,21.2,3.53,0.76,4.46,0.17,0.31,0.01,0.38,0.07,0.07,1.57,0.45,0.22,0.17,0.05,5.15,1.203,11.407,Bebedourito
DH-0007,11,14,1942.43,1747.33,302.4,11.2,13.55,23.5,33.5,3.24,0.96,3.41,0.16,0.36,0.01,0.34,0.13,0.06,1.6,0.4,0.19,0.16,0.04,4.63,1.21,10.037,Bebedourito
DH-0007,14,17,1942.43,1747.33,299.4,14.75,18.7,18.55,31.7,3.99,1.1,3.13,0.13,0.21,0.01,0.34,0.09,0.07,0.87,0.41,0.21,0.16,0.04,4.42,1.268,13.852,Bebedourito
DH-0007,17,20,1942.43,1747.33,296.4,13.1,17.6,22.15,28.9,4.13,1.35,4.59,0.13,0.14,0.01,0.28,0.09,0.05,0.68,0.24,0.13,0.09,0.03,4.67,1.344,13.037,Bebedourito
DH-0007,20,23,1942.43,1747.33,293.4,12.6,15.7,25.36,28.1,4.12,0.47,4.13,0.2,0.17,0.01,0.28,0.12,0.07,0.65,0.42,0.2,0.17,0.05,5.04,1.246,11.63,Bebedourito
DH-0007,23,26,1942.43,1747.33,290.4,12.2,15.9,23.15,30.5,4.34,0.93,4.08,0.22,0.13,0.01,0.27,0.12,0.07,0.71,0.4,0.18,0.15,0.04,4.64,1.303,11.778,Bebedourito
DH-0007,26,29,1942.43,1747.33,287.4,13.7,17.5,20.84,32.3,3.2,0.53,3.33,0.15,0.17,0.01,0.29,0.08,0.07,0.78,0.43,0.21,0.17,0.05,3.92,1.277,12.963,Bebedourito
DH-0007,29,32,1942.43,1747.33,284.4,16.75,22.8,21.47,23.2,3.06,1.12,3.41,0.15,0.14,0.01,0.34,0.07,0.08,0.72,0.46,0.23,0.17,0.05,3.25,1.361,16.75,Bebedourito
DH-0007,32,35,1942.43,1747.33,281.4,11.65,16.15,19.04,36.1,3.3,2.34,3.03,0.18,0.15,0.01,0.22,0.2,0.08,0.75,0.36,0.17,0.13,0.04,4.28,1.386,11.65,Bebedourito
